common/job_number/__text,common/job_kind/__text,common/job_name/__text,common/job_result/__text,common/job_result_detail/__text,common/start_time/second/__text,common/start_time/minute/__text,common/start_time/hour/__text,common/start_time/day/__text,common/start_time/month/__text,common/start_time/year/__text,common/start_time/wday/__text,common/start_time/yday/__text,common/start_time/is_dst/__text,common/start_time/time_zone/__text,common/end_time/second/__text,common/end_time/minute/__text,common/end_time/hour/__text,common/end_time/day/__text,common/end_time/month/__text,common/end_time/year/__text,common/end_time/wday/__text,common/end_time/yday/__text,common/end_time/is_dst/__text,common/end_time/time_zone/__text,common/pages/__text,detail/print_color_mode/__text,detail/complete_copies/__text,detail/copies/__text,detail/complete_pages/__text,common/user_name/__text
33340,PRINTER,Notification_Le 051117 103146332,OK,0,47,37,10,11,4,117,4,130,1,-0500,55,37,10,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33339,PRINTER,5296387_353_149 051117 103132521,OK,0,33,37,10,11,4,117,4,130,1,-0500,41,37,10,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33338,PRINTER,Notification_Le 051117 103115922,OK,0,17,37,10,11,4,117,4,130,1,-0500,24,37,10,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33337,PRINTER,5296387_353_149 051117 103030034,OK,0,31,36,10,11,4,117,4,130,1,-0500,39,36,10,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33333,PRINTER,Building Permit 051117 102036799,OK,0,22,26,10,11,4,117,4,130,1,-0500,33,26,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33332,PRINTER,800 W Inspirati 051117 101921004,OK,0,6,25,10,11,4,117,4,130,1,-0500,17,25,10,11,4,117,4,130,1,-0500,2,BLACK_AND_WHITE,1,1,2,abby.cabrera
33331,PRINTER,Building Permit 051117 101808826,OK,0,54,23,10,11,4,117,4,130,1,-0500,5,24,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33329,PRINTER,3401 Mezcal Dr; 051117 101558404,OK,0,43,21,10,11,4,117,4,130,1,-0500,52,21,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33328,PRINTER,Building Permit 051117 101426367,OK,0,11,20,10,11,4,117,4,130,1,-0500,23,20,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33327,PRINTER,727 W Elbert; S 051117 101410061,OK,0,55,19,10,11,4,117,4,130,1,-0500,4,20,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33326,PRINTER,303 E Ridge Rd; 051117 101216471,OK,0,1,18,10,11,4,117,4,130,1,-0500,10,18,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33325,PRINTER,303 E Ridge Rd; 051117 101101209,OK,0,46,16,10,11,4,117,4,130,1,-0500,55,16,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33324,PRINTER,Building Permit 051117 100851509,OK,0,37,14,10,11,4,117,4,130,1,-0500,48,14,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33323,PRINTER,Building Permit 051117 100715771,OK,0,1,13,10,11,4,117,4,130,1,-0500,12,13,10,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33322,PRINTER,3401 Mezcal Dr; 051117 100256933,OK,0,42,8,10,11,4,117,4,130,1,-0500,59,8,10,11,4,117,4,130,1,-0500,4,BLACK_AND_WHITE,1,1,4,abby.cabrera
33321,PRINTER,727 W Elbert; S 051117 100225138,OK,0,11,8,10,11,4,117,4,130,1,-0500,27,8,10,11,4,117,4,130,1,-0500,4,BLACK_AND_WHITE,1,1,4,abby.cabrera
33320,PRINTER,800 W Inspirati 051117 100100236,OK,0,46,6,10,11,4,117,4,130,1,-0500,0,7,10,11,4,117,4,130,1,-0500,3,BLACK_AND_WHITE,1,1,3,abby.cabrera
33319,PRINTER,303 E Ridge Rd; 051117 100026848,OK,0,12,6,10,11,4,117,4,130,1,-0500,29,6,10,11,4,117,4,130,1,-0500,4,BLACK_AND_WHITE,1,1,4,abby.cabrera
33318,PRINTER,CC01357A FCD Rev 0 - Reduced.pdf,OK,0,3,54,9,11,4,117,4,130,1,-0500,44,54,9,11,4,117,4,130,1,-0500,13,BLACK_AND_WHITE,1,1,13,anaisa.licerio
33317,PRINTER,3401 Mezcal Dr; 051117 094119369,OK,0,5,47,9,11,4,117,4,130,1,-0500,12,47,9,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33316,PRINTER,606 Violet Buga 051117 094023339,OK,0,9,46,9,11,4,117,4,130,1,-0500,27,46,9,11,4,117,4,130,1,-0500,4,BLACK_AND_WHITE,1,1,4,abby.cabrera
33315,COPY,doc03331520170511094157,OK,0,57,41,9,11,4,117,4,130,1,-0500,31,42,9,11,4,117,4,130,1,-0500,12,FULL_COLOR,1,1,12,
33314,PRINTER,Notification_Le 051117 092950985,OK,0,37,35,9,11,4,117,4,130,1,-0500,46,35,9,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33312,PRINTER,comprmt.frx 051117 092521810,OK,0,8,31,9,11,4,117,4,130,1,-0500,15,31,9,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33311,COPY,doc03331120170511092335,OK,0,35,23,9,11,4,117,4,130,1,-0500,43,23,9,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33310,PRINTER,TX-HOME-170315-01539-permit.pdf,OK,0,19,22,9,11,4,117,4,130,1,-0500,36,22,9,11,4,117,4,130,1,-0500,2,BLACK_AND_WHITE,2,2,8,anaisa.licerio
33309,PRINTER,display (7).pdf,LOST,0,5,17,9,11,4,117,4,130,1,-0500,28,21,9,11,4,117,4,130,1,-0500,0,AUTO_COLOR,0,0,0,anaisa.licerio
33308,PRINTER,Notification_Le 051117 090435815,OK,0,20,10,9,11,4,117,4,130,1,-0500,30,10,9,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33307,PRINTER,Swimming Pools  051117 090031698,OK,0,16,6,9,11,4,117,4,130,1,-0500,32,6,9,11,4,117,4,130,1,-0500,2,BLACK_AND_WHITE,1,1,2,abby.cabrera
33306,PRINTER,1201 s jackson  051117 090021161,OK,0,5,6,9,11,4,117,4,130,1,-0500,13,6,9,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33305,PRINTER,1201 s jackson  051117 085715249,OK,0,59,2,9,11,4,117,4,130,1,-0500,8,3,9,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33304,PRINTER,ArcReader Docum 051117 085258195,OK,0,59,58,8,11,4,117,4,130,1,-0500,6,59,8,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,yoli.gonzalez
33303,PRINTER,ArcReader Docum 051117 085151898,OK,0,53,57,8,11,4,117,4,130,1,-0500,0,58,8,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,yoli.gonzalez
33302,COPY,doc03330220170511085618,OK,0,18,56,8,11,4,117,4,130,1,-0500,26,56,8,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,2,2,2,
33301,PRINTER,1000 n cage ( M 051117 084922592,OK,0,7,55,8,11,4,117,4,130,1,-0500,15,55,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33300,COPY,doc03330020170511083952,OK,0,52,39,8,11,4,117,4,130,1,-0500,59,39,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,
33299,COPY,doc03329920170511083920,OK,0,20,39,8,11,4,117,4,130,1,-0500,46,39,8,11,4,117,4,130,1,-0500,14,FULL_COLOR,1,1,14,
33298,PRINTER,MONTHLY REPORT  051117 083246937,OK,0,48,38,8,11,4,117,4,130,1,-0500,58,38,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33297,PRINTER,MONTHLY REPORT  051117 083241744,OK,0,43,38,8,11,4,117,4,130,1,-0500,55,38,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33296,PRINTER,MONTHLY STATUS  051117 083209360,OK,0,11,38,8,11,4,117,4,130,1,-0500,19,38,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33295,PRINTER,Full page photo 051117 083050323,OK,0,46,36,8,11,4,117,4,130,1,-0500,14,37,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,rogelio.rodriguez
33294,PRINTER,Full page photo 051117 083036691,OK,0,22,36,8,11,4,117,4,130,1,-0500,0,37,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,rogelio.rodriguez
33293,PRINTER,5285635_353_149 051117 083035854,OK,0,21,36,8,11,4,117,4,130,1,-0500,29,36,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33292,PRINTER,4 x 6 in. (2) 051117 082819676,OK,0,25,34,8,11,4,117,4,130,1,-0500,49,34,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33291,PRINTER,Cities Serving  051117 082303051,OK,0,49,28,8,11,4,117,4,130,1,-0500,3,29,8,11,4,117,4,130,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
33290,PRINTER,NATIONAL CONCES 051117 081529280,OK,0,15,21,8,11,4,117,4,130,1,-0500,22,21,8,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,rogelio.rodriguez
33289,PRINTER,Contractor_Noti 051117 081506580,OK,0,9,21,8,11,4,117,4,130,1,-0500,17,21,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33288,PRINTER,NATIONAL CONCES 051117 081507420,OK,0,53,20,8,11,4,117,4,130,1,-0500,0,21,8,11,4,117,4,130,1,-0500,1,BLACK_AND_WHITE,1,1,1,rogelio.rodriguez
33287,PRINTER,5292919_353_149 051117 081440892,OK,0,43,20,8,11,4,117,4,130,1,-0500,50,20,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33286,PRINTER,Notification_Le 051117 081425815,OK,0,28,20,8,11,4,117,4,130,1,-0500,36,20,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33285,PRINTER,5294947_353_149 051117 081349136,OK,0,51,19,8,11,4,117,4,130,1,-0500,59,19,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33284,PRINTER,5294951_353_149 051117 081345025,OK,0,47,19,8,11,4,117,4,130,1,-0500,55,19,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33283,PRINTER,Notification_Le 051117 081335153,OK,0,37,19,8,11,4,117,4,130,1,-0500,45,19,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33282,PRINTER,5294263_353_149 051117 081256751,OK,0,59,18,8,11,4,117,4,130,1,-0500,6,19,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33281,PRINTER,Notification_Le 051117 081244313,OK,0,46,18,8,11,4,117,4,130,1,-0500,55,18,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33280,PRINTER,5286955_353_149 051117 081106455,OK,0,9,17,8,11,4,117,4,130,1,-0500,17,17,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33279,PRINTER,5286959_353_149 051117 081102437,OK,0,5,17,8,11,4,117,4,130,1,-0500,13,17,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33278,PRINTER,Cities Serving  051117 080904628,OK,0,51,14,8,11,4,117,4,130,1,-0500,0,15,8,11,4,117,4,130,1,-0500,2,FULL_COLOR,1,1,2,rick.gamboa
33277,PRINTER,KURI 051117 080819787,OK,0,6,14,8,11,4,117,4,130,1,-0500,16,14,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33275,COPY,doc03327520170511080603,OK,0,3,6,8,11,4,117,4,130,1,-0500,28,7,8,11,4,117,4,130,1,-0500,50,FULL_COLOR,1,1,50,
33274,PRINTER,Notification_Le 051117 075820355,OK,0,23,4,8,11,4,117,4,130,1,-0500,32,4,8,11,4,117,4,130,1,-0500,2,FULL_COLOR,1,1,2,yoli.gonzalez
33273,PRINTER,5291463_353_149 051117 075801797,OK,0,4,4,8,11,4,117,4,130,1,-0500,13,4,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33272,PRINTER,5291467_353_149 051117 075758339,OK,0,1,4,8,11,4,117,4,130,1,-0500,9,4,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33271,PRINTER,5291463_353_149 051117 075555306,OK,0,58,1,8,11,4,117,4,130,1,-0500,56,2,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33270,PRINTER,5291467_353_149 051117 075551441,OK,0,54,1,8,11,4,117,4,130,1,-0500,55,2,8,11,4,117,4,130,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33269,PRINTER,FAIRVIEW VILLAG 051017 172945231,OK,0,31,35,17,10,4,117,3,129,1,-0500,38,35,17,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,1,1,1,yoli.gonzalez
33268,PRINTER,Clean Spirits 5 051017 172813928,OK,0,43,33,17,10,4,117,3,129,1,-0500,54,33,17,10,4,117,3,129,1,-0500,2,BLACK_AND_WHITE,2,2,4,rogelio.rodriguez
33266,COPY,doc03326620170510170134,OK,0,34,1,17,10,4,117,3,129,1,-0500,42,1,17,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,2,2,2,
33265,PRINTER,5268219_353_149 051017 165401492,OK,0,48,59,16,10,4,117,3,129,1,-0500,57,59,16,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33263,PRINTER,ArcReader Docum 051017 164401730,OK,0,49,49,16,10,4,117,3,129,1,-0500,58,49,16,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
33261,PRINTER,comprmt.frx 051017 164236573,OK,0,6,48,16,10,4,117,3,129,1,-0500,14,48,16,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33258,COPY,doc03325820170510162855,OK,0,55,28,16,10,4,117,3,129,1,-0500,3,29,16,10,4,117,3,129,1,-0500,2,BLACK_AND_WHITE,1,1,2,
33257,PRINTER,2802 S Cage 051017 161738464,OK,0,9,23,16,10,4,117,3,129,1,-0500,17,23,16,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33256,PRINTER,Case Details (1 051017 160934293,OK,0,23,15,16,10,4,117,3,129,1,-0500,57,15,16,10,4,117,3,129,1,-0500,19,FULL_COLOR,1,1,19,yoli.gonzalez
33255,PRINTER,activity report 051017 160616046,OK,0,4,12,16,10,4,117,3,129,1,-0500,14,12,16,10,4,117,3,129,1,-0500,2,FULL_COLOR,1,1,2,yoli.gonzalez
33252,PRINTER,permit2.frx 051017 155239950,OK,0,11,58,15,10,4,117,3,129,1,-0500,19,58,15,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33251,COPY,doc03325120170510155809,OK,0,9,58,15,10,4,117,3,129,1,-0500,17,58,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,
33250,PRINTER,comprmt.frx 051017 155227497,OK,0,59,57,15,10,4,117,3,129,1,-0500,6,58,15,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33249,COPY,doc03324920170510155508,OK,0,8,55,15,10,4,117,3,129,1,-0500,17,55,15,10,4,117,3,129,1,-0500,3,BLACK_AND_WHITE,1,1,3,
33241,PRINTER,Notification_Le 051017 152342672,OK,0,15,29,15,10,4,117,3,129,1,-0500,38,29,15,10,4,117,3,129,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33240,PRINTER,5293791_353_149 051017 152324689,OK,0,57,28,15,10,4,117,3,129,1,-0500,6,29,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33239,PRINTER,5293787_353_149 051017 152316862,OK,0,50,28,15,10,4,117,3,129,1,-0500,59,28,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33238,PRINTER,7201 SABINO.pdf 051017 152231573,OK,0,4,28,15,10,4,117,3,129,1,-0500,12,28,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33237,PRINTER,5286279_353_149 051017 152117275,OK,0,50,26,15,10,4,117,3,129,1,-0500,57,26,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33236,PRINTER,5079241_353_149 051017 152110464,OK,0,43,26,15,10,4,117,3,129,1,-0500,52,26,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33235,PRINTER,6711.pdf 051017 151829873,OK,0,3,24,15,10,4,117,3,129,1,-0500,11,24,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33234,PRINTER,5285703_353_149 051017 151710551,OK,0,43,22,15,10,4,117,3,129,1,-0500,51,22,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33233,PRINTER,5110703_353_149 051017 151702599,OK,0,35,22,15,10,4,117,3,129,1,-0500,43,22,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33232,PRINTER,5110699_353_149 051017 151656567,OK,0,30,22,15,10,4,117,3,129,1,-0500,37,22,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33231,PRINTER,vill.pdf 051017 151622179,OK,0,55,21,15,10,4,117,3,129,1,-0500,9,22,15,10,4,117,3,129,1,-0500,3,FULL_COLOR,1,1,3,linda.coronado
33230,PRINTER,Notification_Le 051017 151416476,OK,0,50,19,15,10,4,117,3,129,1,-0500,57,19,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33229,PRINTER,5286807_353_149 051017 151359887,OK,0,33,19,15,10,4,117,3,129,1,-0500,41,19,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33209,PRINTER,5290903_353_149 051017 150309920,OK,0,44,8,15,10,4,117,3,129,1,-0500,15,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33215,PRINTER,5288087_353_149 051017 150524379,OK,0,58,10,15,10,4,117,3,129,1,-0500,14,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33227,PRINTER,Notification_Le 051017 151113296,OK,0,47,16,15,10,4,117,3,129,1,-0500,13,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33226,PRINTER,5285523_353_149 051017 151056630,OK,0,30,16,15,10,4,117,3,129,1,-0500,11,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33225,PRINTER,5285519_353_149 051017 151049988,OK,0,23,16,15,10,4,117,3,129,1,-0500,10,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33208,PRINTER,Notification_Le 051017 150256169,OK,0,30,8,15,10,4,117,3,129,1,-0500,9,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33214,PRINTER,5288083_353_149 051017 150515764,OK,0,49,10,15,10,4,117,3,129,1,-0500,7,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33213,PRINTER,Notification_Le 051017 150453789,OK,0,27,10,15,10,4,117,3,129,1,-0500,6,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33224,PRINTER,Notification_Le 051017 150947077,OK,0,21,15,15,10,4,117,3,129,1,-0500,5,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33223,PRINTER,5286519_353_149 051017 150930191,OK,0,4,15,15,10,4,117,3,129,1,-0500,3,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33222,PRINTER,5286515_353_149 051017 150923565,OK,0,57,14,15,10,4,117,3,129,1,-0500,2,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33205,PRINTER,5291031_353_149 051017 150151496,OK,0,25,7,15,10,4,117,3,129,1,-0500,1,18,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33221,PRINTER,Notification_Le 051017 150851791,OK,0,25,14,15,10,4,117,3,129,1,-0500,58,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33212,PRINTER,5288939_353_149 051017 150432565,OK,0,6,10,15,10,4,117,3,129,1,-0500,57,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33220,PRINTER,5287595_353_149 051017 150837849,OK,0,11,14,15,10,4,117,3,129,1,-0500,56,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33211,PRINTER,5288931_353_149 051017 150421387,OK,0,55,9,15,10,4,117,3,129,1,-0500,54,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33207,PRINTER,5290935_353_149 051017 150237384,OK,0,11,8,15,10,4,117,3,129,1,-0500,53,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33204,PRINTER,5291027_353_149 051017 150145062,OK,0,19,7,15,10,4,117,3,129,1,-0500,52,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33219,PRINTER,Notification_Le 051017 150655731,OK,0,29,12,15,10,4,117,3,129,1,-0500,49,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33210,PRINTER,Notification_Le 051017 150326047,OK,0,0,9,15,10,4,117,3,129,1,-0500,47,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33218,PRINTER,5288599_353_149 051017 150636047,OK,0,10,12,15,10,4,117,3,129,1,-0500,46,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33217,PRINTER,5288595_353_149 051017 150631115,OK,0,5,12,15,10,4,117,3,129,1,-0500,45,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33206,PRINTER,Notification_Le 051017 150208336,OK,0,42,7,15,10,4,117,3,129,1,-0500,44,17,15,10,4,117,3,129,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33216,PRINTER,Notification_Le 051017 150602452,OK,0,36,11,15,10,4,117,3,129,1,-0500,41,17,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33203,PRINTER,Notification_Le 051017 150024139,OK,0,58,5,15,10,4,117,3,129,1,-0500,6,6,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33202,PRINTER,5291075_353_149 051017 150010015,OK,0,44,5,15,10,4,117,3,129,1,-0500,51,5,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33201,PRINTER,5291071_353_149 051017 150004366,OK,0,38,5,15,10,4,117,3,129,1,-0500,46,5,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33200,PRINTER,Notification_Le 051017 145915732,OK,0,49,4,15,10,4,117,3,129,1,-0500,57,4,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33199,PRINTER,5293103_353_149 051017 145851352,OK,0,25,4,15,10,4,117,3,129,1,-0500,36,4,15,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33197,PRINTER,receipt.frx 051017 143202948,OK,0,37,37,14,10,4,117,3,129,1,-0500,44,37,14,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,1,1,1,yvonne.briones
33196,PRINTER,Notification_Le 051017 142517427,OK,0,52,30,14,10,4,117,3,129,1,-0500,0,31,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33195,PRINTER,5292203_353_149 051017 142503488,OK,0,38,30,14,10,4,117,3,129,1,-0500,46,30,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33194,PRINTER,5292199_353_149 051017 142458110,OK,0,33,30,14,10,4,117,3,129,1,-0500,40,30,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33193,PRINTER,Notification_Le 051017 142406295,OK,0,41,29,14,10,4,117,3,129,1,-0500,49,29,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33192,PRINTER,5291163_353_149 051017 142351709,OK,0,26,29,14,10,4,117,3,129,1,-0500,34,29,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33191,PRINTER,5291159_353_149 051017 142345898,OK,0,21,29,14,10,4,117,3,129,1,-0500,28,29,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33190,PRINTER,Notification_Le 051017 142301096,OK,0,36,28,14,10,4,117,3,129,1,-0500,47,28,14,10,4,117,3,129,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33189,PRINTER,5291211_353_149 051017 142245486,OK,0,20,28,14,10,4,117,3,129,1,-0500,31,28,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33188,PRINTER,Notification_Le 051017 142157735,OK,0,32,27,14,10,4,117,3,129,1,-0500,40,27,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33187,PRINTER,5291315_353_149 051017 142139641,OK,0,14,27,14,10,4,117,3,129,1,-0500,24,27,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33186,PRINTER,5291303_353_149 051017 142128808,OK,0,4,27,14,10,4,117,3,129,1,-0500,12,27,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33185,PRINTER,Notification_Le 051017 141904722,OK,0,39,24,14,10,4,117,3,129,1,-0500,47,24,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33184,PRINTER,5291503_353_149 051017 141850397,OK,0,25,24,14,10,4,117,3,129,1,-0500,33,24,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33183,PRINTER,5291499_353_149 051017 141844973,OK,0,20,24,14,10,4,117,3,129,1,-0500,28,24,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33182,PRINTER,2802 S Cage 051017 141814107,OK,0,48,23,14,10,4,117,3,129,1,-0500,57,23,14,10,4,117,3,129,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33181,PRINTER,Notification_Le 051017 141627747,OK,0,3,22,14,10,4,117,3,129,1,-0500,10,22,14,10,4,117,3,129,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
